DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB07537,"N'-(6-aminopyridin-3-yl)-N-(2-cyclopentylethyl)-4-methyl-benzene-1,3-dicarboxamide",,SmallMoleculeDrug,,,24812718,99444008,,,C92,,,,"",,,,,,22376746,,
DB07538,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}-2-(TRIFLUOROMETHYL)BENZENESULFONAMIDE",,SmallMoleculeDrug,,,23647657,99444009,,,C94,,,,"",,,,,,22376747,,
DB07539,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZOIC ACID",,SmallMoleculeDrug,,,5951796,99444010,,,C95,,,,"",,,,,,4761092,,
DB07540,"4-{5-[(1Z)-1-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)ETHYL]-2-FURYL}BENZENESULFONAMIDE",,SmallMoleculeDrug,,,23647659,99444011,,,C96,,,,"",,,,,,22376748,,
DB07541,4-(dihydroxyboranyl)-2-({[4-(phenylsulfonyl)thiophen-2-yl]sulfonyl}amino)benzoic acid,,SmallMoleculeDrug,,,46890069,99444012,,,C9P,,,,"",,,,,,24673743,,
DB07542,5-AMINO-6-CYCLOHEXYL-4-HYDROXY-2-ISOBUTYL-HEXANOIC ACID,,SmallMoleculeDrug,,,6323244,99444013,,,CAL,,,,"",,,,,,4883334,,
DB07543,(2S)-1-(9H-Carbazol-4-yloxy)-3-(isopropylamino)propan-2-ol,,SmallMoleculeDrug,,,13023332,99444014,,,CAU,,,,"",,,,,,,,
DB07544,N'-(5-CHLOROBENZOFURAN-2-CARBONYL)-2-(TRIFLUOROMETHYL)BENZENESULFONOHYDRAZIDE,,SmallMoleculeDrug,,,6914573,99444015,,,CBC,,,,"",,,,,,5290456,,
DB07545,N-{3-[(4-{[3-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-2-YL)AMINO]PHENYL}CYCLOPROPANECARBOXAMIDE,,SmallMoleculeDrug,,,9549303,99444016,,,CC3,,,,"",,,,,,7828219,,
DB07546,[1-(6-{6-[(1-methylethyl)amino]-1H-indazol-1-yl}pyrazin-2-yl)-1H-pyrrol-3-yl]acetic acid,,SmallMoleculeDrug,,,16224058,99444017,,,CCK,,,,"",,,,,,17351297,,
DB07547,5-(4-CYANOPHENYL)-3-{[(2-METHYLPHENYL)SULFONYL]AMINO}THIOPHENE-2-CARBOXYLIC ACID,,SmallMoleculeDrug,,,9543494,99444018,,,CCT,,,,"",,,,,,7822446,,
DB07548,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-6-PYRIDINYL)METHYL]ACETAMIDE",,SmallMoleculeDrug,,,447219,99444019,,,CDA,,,,"",,,,,,394375,,
DB07549,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-3-METHYL-6-PYRIDINYL)METHYL]ACETAMIDE",,SmallMoleculeDrug,,,6323250,99444020,,,CDB,,,,"",,,,,,4883336,,
DB07550,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(1-OXIDO-2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUOROPHENYL)METHYL]ACETAMIDE",,SmallMoleculeDrug,,,656913,99444021,,,CDD,,,,"",,,,,,571162,,
DB07551,"2-CHLORO-4-ETHYLAMINO-6-(S(-)-2'-CYANO-4-BUTYLAMINO)-1,3,5-TRIAZINE",,SmallMoleculeDrug,,,449582,99444022,48786,,CEB,,,,"",,,,,,396065,,
DB07552,"2-CHLORO-4-ETHYLAMINO-6-(R(+)-2'-CYANO-4-BUTYLAMINO)-1,3,5-TRIAZINE",,SmallMoleculeDrug,,,449582,99444023,48790,,CET,,,,"",,,,,,396075,,
DB07553,"9,9,9-TRIFLUORO-8-OXO-N-PHENYLNONANAMIDE",,SmallMoleculeDrug,,,9882812,99444024,,,CF3,,,,"",,,,,,8058487,,
DB07555,"1-(2-nitrophenyl)-2,2,2-trifluoroethyl]-arsenocholine",,SmallMoleculeDrug,,,46937080,99444026,,,CFQ,,,,"",,,,,,,,
DB07556,N-HYDROXY-2(R)-[[(4-METHOXYPHENYL)SULFONYL](3-PICOLYL)AMINO]-3-METHYLBUTANAMIDE HYDROCHLORIDE,,SmallMoleculeDrug,,,446504,99444027,,,CGS,,,,"",,,,,,393838,,
DB07557,"(5BETA)-PREGNANE-3,20-DIONE",,SmallMoleculeDrug,,,92745,99444028,30154,,CI2,,,,"",,,,,,83723,,
DB07558,2-ACETYLAMINO-4-METHYL-PENTANOIC ACID [1-(1-FORMYL-PENTYLCARBAMOYL)-3-METHYL-BUTYL]-AMIDE,,SmallMoleculeDrug,,,443118,99444029,,,CIB,,,,"",,,,,,391397,,
DB07559,"(2Z)-2-cyano-N-(2,2'-dichlorobiphenyl-4-yl)-3-hydroxybut-2-enamide",,SmallMoleculeDrug,,,54727980,99444030,,,CIH,,,,"",,,,,,24701735,,
DB07560,N-[(1S)-2-methyl-1-(pyridin-4-ylcarbamoyl)propyl]cyclohexanecarboxamide,,SmallMoleculeDrug,,,25134246,99444031,,,CII,,,,"",,,,,,,,
DB07561,(2Z)-2-cyano-N-(3'-ethoxybiphenyl-4-yl)-3-hydroxybut-2-enamide,,SmallMoleculeDrug,,,54727985,99444032,,,CJH,,,,"",,,,,,24702216,,
DB07562,"N-[4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YL]-N',N'-DIMETHYL-BENZENE-1,4-DIAMINE",,SmallMoleculeDrug,,,447962,99444033,,,CK8,,,,"",,,,,,394907,,
DB07563,"1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7H-pyrrolo[2,3-d]pyrimidin-2-yl}methanamine",,SmallMoleculeDrug,,,46937081,99444034,,,CKE,,,,"",,,,,,22376815,,
DB07564,"6-amino-2-[(2-morpholin-4-ylethyl)amino]-3,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",,SmallMoleculeDrug,,,23643565,99444035,,,CKR,,,,"",,,,,,,,
DB07565,CHLORAMPHENICOL SUCCINATE,,SmallMoleculeDrug,,,656580,99444036,,,CL8,,,,"",,,,,,570947,,
DB07567,"(2R,3R,4S)-3-(4-HYDROXYPHENYL)-4-METHYL-2-[4-(2-PYRROLIDIN-1-YLETHOXY)PHENYL]CHROMAN-6-OL",,SmallMoleculeDrug,,,4369568,99444038,41593,,CM4,,,,"",,,,,,3572095,,
DB07568,"(2S)-2-[(2,1,3-BENZOTHIADIAZOL-4-YLSULFONYL)AMINO]-2-PHENYL-N-PYRIDIN-4-YLACETAMIDE",,SmallMoleculeDrug,,,16214776,99444039,,,CM6,,,,"",,,,,,17342443,,
DB07569,CIS-4-METHYL-N-[(1S)-3-(METHYLSULFANYL)-1-(PYRIDIN-4-YLCARBAMOYL)PROPYL]CYCLOHEXANECARBOXAMIDE,,SmallMoleculeDrug,,,25134245,99444040,,,CM9,,,,"",,,,,,,,
DB07570,3-CYCLOHEXYL-1-(2-MORPHOLIN-4-YL-2-OXOETHYL)-2-PHENYL-1H-INDOLE-6-CARBOXYLIC ACID,,SmallMoleculeDrug,,,4369534,99444041,,,CMF,,,,"",,,,,,3572069,,
DB07571,"N~2~-[(BENZYLOXY)CARBONYL]-N-[(1S,2S)-2-HYDROXY-1-(4-HYDROXYBENZYL)PROPYL]-L-LEUCINAMIDE",,SmallMoleculeDrug,,,6857710,99444042,,,CMQ,,,,"",,,,,,5257044,,
DB07572,3-{[(4-methylphenyl)sulfonyl]amino}propyl pyridin-4-ylcarbamate,,SmallMoleculeDrug,,,3236724,99444043,,,CMW,,,,"",,,,,,2487768,,
DB07573,"(2S)-1-(2,5-dimethylphenoxy)-3-morpholin-4-ylpropan-2-ol",,SmallMoleculeDrug,,,831616,99444044,41617,,CMZ,,,,"",,,,,,726265,,
DB07574,"2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE",,SmallMoleculeDrug,,,5287955,99444045,,,CN2,,,,"",,,,,,4450212,,
DB07575,"2,4-DIAMINO-1,5-DIPHENYL-3-HYDROXYPENTANE",,SmallMoleculeDrug,,,452307,99444046,,,COR,,,,"",,,,,,398403,,
DB07577,"6-ETHYL-5-PHENYLPYRIMIDINE-2,4-DIAMINE",,SmallMoleculeDrug,,,93114,99444048,,,CP7,,,,"",,,,,,84060,,
DB07578,"3-[4-(2-METHYL-IMIDAZO[4,5-C]PYRIDIN-1-YL)BENZYL]-3H-BENZOTHIAZOL-2-ONE",,SmallMoleculeDrug,,,448793,99444049,,,CP9,,,,"",,,,,,395487,,
DB07579,"BIS-1,2-{[(Z)-2-CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBAMOYL}-ETHANE",,SmallMoleculeDrug,,,4369593,99444050,,,CPJ,,,,"",,,,,,,,
DB07580,"BIS-1,2-{[(Z)-2CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBONYL}-PIPERAZINE",,SmallMoleculeDrug,,,4369594,99444051,,,CPK,,,,"",,,,,,,,
DB07581,5-AMINO-6-CYCLOHEXYL-4-HYDROXY-2-ISOPROPYL-HEXANOIC ACID,,SmallMoleculeDrug,,,5287976,99444052,,,CPV,,,,"",,,,,,4450227,,
DB07582,"N-[(2R,3S)-1-((2S)-2-{[(CYCLOPENTYLAMINO)CARBONYL]AMINO}-3-METHYLBUTANOYL)-2-(1-FORMYL-1-CYCLOBUTYL)PYRROLIDINYL]CYCLOPROPANECARBOXAMIDE",,SmallMoleculeDrug,,,5287977,99444053,,,CPX,,,,"",,,,,,4450228,,
DB07583,"(4R,2S)-5'-(4-(4-CHLOROBENZYLOXY)PYRROLIDIN-2-YLMETHANESULFONYL)ISOQUINOLINE",,SmallMoleculeDrug,,,5327110,99444054,,,CQP,,,,"",,,,,,4484361,,
DB07584,"N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine",,SmallMoleculeDrug,,,24798741,99444055,,,CQU,,,,"",,,,,,22376890,,
DB07585,"5-(5-chloro-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine",,SmallMoleculeDrug,,,24798742,99444056,,,CQW,,,,"",,,,,,22376891,,
DB07586,"5-(4-METHYL-BENZOYLAMINO)-BIPHENYL-3,4'-DICARBOXYLIC ACID 3-DIMETHYLAMIDE-4'-HYDROXYAMIDE",,SmallMoleculeDrug,,,5287979,99444057,,,CRI,,,,"",,,,,,4450230,,
DB07587,"N-(1-CYANOCYCLOPROPYL)-3-({[(2S)-5-OXOPYRROLIDIN-2-YL]METHYL}SULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE",,SmallMoleculeDrug,,,11840933,99444058,,,CRJ,,,,"",,,,,,10015438,,
DB07588,"3,4-DI-1H-INDOL-3-YL-1H-PYRROLE-2,5-DICARBOXYLIC ACID",,SmallMoleculeDrug,,,11326613,99444059,,,CRR,,,,"",,,,,,9501565,,
DB07589,"N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(BENZYLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-HYDROXYPHENYL)ETHYL]-L-ALANINAMIDE",,SmallMoleculeDrug,,,11840934,99444060,,,CRV,,,,"",,,,,,10015439,,
DB07590,"S-[3-(3,4-DICHLOROPHENYL)-3-OXOPROPYL]-L-CYSTEINE",,SmallMoleculeDrug,,,46937082,99444061,,,CS4,,,,"",,,,,,,,
DB07591,N1-CYCLOPENTYL-N2-(THIAZOL-2-YL)OXALAMIDE,,SmallMoleculeDrug,,,2255489,99444062,,,CT0,,,,"",,,,,,1687578,,
DB07592,(1R)-2-METHYL-1-(PHENYLMETHYL)PROPYL[(1S)-1-FORMYLPENTYL]CARBAMATE,,SmallMoleculeDrug,,,10062713,99444063,,,CT1,,,,"",,,,,,8238256,,
DB07593,1-(PHENYLMETHYL)CYCLOPENTYL[(1S)-1-FORMYLPENTYL]CARBAMATE,,SmallMoleculeDrug,,,10062714,99444064,,,CT2,,,,"",,,,,,8238257,,
DB07594,"4-[4-(2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)-3-METHYL-1H-PYRAZOL-5-YL]-6-ETHYLBENZENE-1,3-DIOL",,SmallMoleculeDrug,,,5327091,99444065,,,CT5,,,,"",,,,,,10392116,,
DB07595,"(5Z)-5-(3-BROMOCYCLOHEXA-2,5-DIEN-1-YLIDENE)-N-(PYRIDIN-4-YLMETHYL)-1,5-DIHYDROPYRAZOLO[1,5-A]PYRIMIDIN-7-AMINE",,SmallMoleculeDrug,,,5327130,99444066,,,CT6,,,,"",,,,,,4484380,,
DB07596,"(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate",,SmallMoleculeDrug,,,11188898,99444067,,,CTF,,,,"",,,,,,9363982,,
DB07597,"CIS-(1R,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL",,SmallMoleculeDrug,,,6420129,99444068,,,CTL,,,,"",,,,,,4925693,,
DB07598,"2,3,6A,7,8,9-HEXAHYDRO-11H-[1,4]DIOXINO[2,3-G]PYRROLO[2,1-B][1,3]BENZOXAZIN-11-ONE",,SmallMoleculeDrug,,,5288002,99444069,,,CX6,,,,"",,,,,,4450250,,
DB07599,[(2-AMINO-ALPHA-METHOXYIMINO-4-THIAZOLYLACETYL)AMINO]METHYLBORONIC ACID,,SmallMoleculeDrug,,,9600412,99444070,,,CXB,,,,"",,,,,,7874552,,
DB07601,"4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol",,SmallMoleculeDrug,,,24836816,99444072,,,CXZ,,,,"",,,,,,22376941,,
DB07602,S-{3-[(4-ANILINOQUINAZOLIN-6-YL)AMINO]-3-OXOPROPYL}-L-CYSTEINE,,SmallMoleculeDrug,,,46937083,99444073,,,CY0,,,,"",,,,,,,,
DB07603,N-hexanoyl-L-homocysteine,,SmallMoleculeDrug,,,24860536,99444074,,,CYK,,,,"",,,,,,,,
DB07604,"(6AR,11AS,11BR)-10-ACETYL-9-HYDROXY-7,7-DIMETHYL-2,6,6A,7,11A,11B-HEXAHYDRO-11H-PYRROLO[1',2':2,3]ISOINDOLO[4,5,6-CD]INDOL-11-ONE",,SmallMoleculeDrug,,,54682463,99444075,,,CZA,,,,"",,,,,,58753,,
DB07605,"2-({4-[(5-CHLORO-1H-INDOL-2-YL)SULFONYL]PIPERAZIN-1-YL}CARBONYL)THIENO[3,2-B]PYRIDINE 4-OXIDE",,SmallMoleculeDrug,,,9547923,99444076,,,D01,,,,"",,,,,,7826860,,
DB07606,"6-(3,4-DIHYDROXYBENZYL)-3-ETHYL-1-(2,4,6-TRICHLOROPHENYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4(5H)-ONE",,SmallMoleculeDrug,,,5327057,99444077,,,D05,,,,"",,,,,,20120282,,
DB07607,4-[5-(3-IODO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-1H-IMIDAZOL-4-YL]-PYRIDINE,,SmallMoleculeDrug,,,9543437,99444078,,,D13,,,,"",,,,,,7822400,,
DB07608,N-(5-{[(2S)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1H-indazol-3-yl)benzamide,,SmallMoleculeDrug,,,24894158,99444079,,,D15,,,,"",,,,,,,,
DB07609,"N,N-DIMETHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE",,SmallMoleculeDrug,,,11171679,99444080,,,D1G,,,,"",,,,,,9346771,,
DB07610,"NAPHTHALENE-1,2-DIOL",,SmallMoleculeDrug,,,11318,99444081,17435,,D1N,,,,"",,,,,,10842,,
DB07611,DECANE-1-THIOL,,SmallMoleculeDrug,,,8917,99444082,,,D1T,,,,"",,,,,,8577,,
DB07612,6-(3-AMINOPHENYL)-N-(TERT-BUTYL)-2-(TRIFLUOROMETHYL)QUINAZOLIN-4-AMINE,,SmallMoleculeDrug,,,5288016,99444083,,,D23,,,,"",,,,,,4450261,,
DB07613,3-phenyl-5-(1H-pyrazol-3-yl)isoxazole,,SmallMoleculeDrug,,,24764436,99444084,,,D25,,,,"",,,,,,21583936,,
DB07614,"PHENYL-5-(1H-PYRAZOL-3-YL)-1,3-THIAZOLE",,SmallMoleculeDrug,,,2763788,99444085,,,D26,,,,"",,,,,,2044471,,
DB07615,Tranilast,53902-12-8,SmallMoleculeDrug,"",D02027,5282230,99444086,77572,"",D27,,,,"","","",Tranilast,"",,4445411,,
DB07616,"4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid",,SmallMoleculeDrug,,,695906,99444087,,,D28,,,,"",,,,,,606363,,
DB07617,N-METHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE,,SmallMoleculeDrug,,,11229234,99444088,,,D2G,,,,"",,,,,,9404282,,
DB07618,"2-(4-(AMINOMETHYL)PIPERIDIN-1-YL)-N-(3_CYCLOHEXYL-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)ACETAMIDE",,SmallMoleculeDrug,,,5288017,99444089,,,D31,,,,"",,,,,,4450262,,
DB07619,"N-cyclopropyl-N-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",,SmallMoleculeDrug,,,16726072,99444090,,,D3E,,,,"",,,,,,23329241,,
DB07620,"2-[(2,4-DICHLORO-5-METHYLPHENYL)SULFONYL]-1,3-DINITRO-5-(TRIFLUOROMETHYL)BENZENE",,SmallMoleculeDrug,,,2799606,99444091,,,D3F,,,,"",,,,,,2078344,,
DB07621,(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE,,SmallMoleculeDrug,,,11332763,99444092,41804,,D3G,,,,"",,,,,,9507709,,
DB07622,"1-(3-(2,4-DIMETHYLTHIAZOL-5-YL)-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)-3-(4-METHYLPIPERAZIN-1-YL)UREA",,SmallMoleculeDrug,,,5288018,99444093,,,D42,,,,"",,,,,,4450263,,
DB07623,"4,4'-DIPYRIDYL DISULFIDE",,SmallMoleculeDrug,,,75846,99444094,,,D4G,,,,"",,,,,,68355,,
DB07624,"1-{[(3R)-3-methyl-4-({4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide",,SmallMoleculeDrug,,,24856362,99444095,,,D4N,,,,"",,,,,,23336276,,
DB07625,"4-(2-aminoethoxy)-N-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide",,SmallMoleculeDrug,,,23653531,99444096,,,D55,,,,"",,,,,,22376972,,
DB07626,"4-(2-aminoethoxy)-N-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide",,SmallMoleculeDrug,,,23653533,99444097,,,D56,,,,"",,,,,,22376973,,
DB07627,(2S)-4-METHYL-2-(3-PHENYLTHIOUREIDO)-N-((3S)-TETRAHYDRO-2-HYDROXY-3-FURANYL)PENTANAMIDE,,SmallMoleculeDrug,,,6857711,99444098,,,D5G,,,,"",,,,,,21613589,,
DB07628,"6-(2-fluorobenzyl)-2,4-dimethyl-4,6-dihydro-5H-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one",,SmallMoleculeDrug,,,654376,99444099,,,D8G,,,,"",,,,,,568868,,
DB07629,"N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",,SmallMoleculeDrug,,,24752832,99444100,,,D92,,,,"",,,,,,23305565,,
DB07630,"N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",,SmallMoleculeDrug,,,24752833,99444101,,,D93,,,,"",,,,,,23305566,,
DB07631,"N-DODECYL-N,N-DIMETHYLGLYCINATE",,SmallMoleculeDrug,,,4292413,99444102,,,D9G,,,,"",,,,,,3498622,,
DB07632,"5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide",,SmallMoleculeDrug,,,165323,99444103,,,D9Z,,,,"",,,,,,144930,,
DB07633,octyl 3-deoxy-2-O-(6-deoxy-alpha-L-galactopyranosyl)-beta-D-xylo-hexopyranoside,,SmallMoleculeDrug,,,46937084,99444104,,,DA8,,,,"",,,,,,,,
DB07634,"(2,6-DIMETHYL-PHENOXY)-ACETIC ACID",,SmallMoleculeDrug,,,101369,99444105,,,DBA,,,,"",,,,,,91599,,
DB07635,bis(4-hydroxyphenyl)methanone,,SmallMoleculeDrug,,,69150,99444106,,,DBE,,,,"",,,,,,62365,,
DB07636,"5-HEPTYL-6-HYDROXY-1,3-BENZOTHIAZOLE-4,7-DIONE",,SmallMoleculeDrug,,,5288033,99444107,,,DBT,,,,"",,,,,,20119032,,
DB07637,"3,5 DIBROMOTYROSINE",,SmallMoleculeDrug,,,67532,99444108,28335,,DBY,,,,"",,,,,,60854,,
DB07638,"(3AS,4R,9BR)-2,2-DIFLUORO-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",,SmallMoleculeDrug,,,11197931,99444109,,,DC8,,,,"",,,,,,9373000,,
DB07639,3-(7-DIAMINOMETHYL-NAPHTHALEN-2-YL)-PROPIONIC ACID ETHYL ESTER,,SmallMoleculeDrug,,,46937085,99444110,,,DCH,,,,"",,,,,,,,
DB07640,"2-decyl-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione",,SmallMoleculeDrug,,,2971,99444111,,,DCQ,,,,"",,,,,,2865,,
DB07641,DECYL(DIMETHYL)PHOSPHINE OXIDE,,SmallMoleculeDrug,,,3492020,99444112,,,DCX,,,,"",,,,,,2732505,,
DB07642,"5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine",,SmallMoleculeDrug,,,23729147,99444113,,,DD1,,,,"",,,,,,23311147,,
DB07643,"5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine",,SmallMoleculeDrug,,,24978486,99444114,,,DD2,,,,"",,,,,,,,
DB07644,"5-[(1S)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine",,SmallMoleculeDrug,,,24778299,99444115,,,DD3,,,,"",,,,,,23311139,,
DB07645,SEBACIC ACID,,SmallMoleculeDrug,,,5192,99444116,41865,,DEC,,,,"",,,,,,5004,,
DB07646,"UNDECYLAMINE-N,N-DIMETHYL-N-OXIDE",,SmallMoleculeDrug,,,4112111,99444117,,,DET,,,,"",,,,,,3325740,,
DB07647,"(2R)-1-[(5,6-DIPHENYL-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PROPAN-2-OL",,SmallMoleculeDrug,,,4369434,99444118,,,DF1,,,,"",,,,,,3571996,,
DB07648,"(2R)-3-{[(4Z)-5,6-DIPHENYL-6,7-DIHYDRO-4H-PYRROLO[2,3-D]PYRIMIDIN-4-YLIDENE]AMINO}PROPANE-1,2-DIOL",,SmallMoleculeDrug,,,4369435,99444119,,,DF2,,,,"",,,,,,3571997,,
DB07649,"(3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(benzylsulfanyl)methyl]pyrrolidin-3-ol",,SmallMoleculeDrug,,,10067695,99444120,,,DF9,,,,"",,,,,,8243235,,
DB07650,DECYL FORMATE,,SmallMoleculeDrug,,,79541,99444121,,,DFD,,,,"",,,,,,71849,,
DB07651,N-ACETYL-L-PHENYLALANYL-4-[DIFLUORO(PHOSPHONO)METHYL]-L-PHENYLALANINAMIDE,,SmallMoleculeDrug,,,9547919,99444122,47379,,DFM,,,,"",,,,,,7826856,,
DB07652,"1-[2-DEOXYRIBOFURANOSYL]-2,4-DIFLUORO-5-METHYL-BENZENE-5'MONOPHOSPHATE",,SmallMoleculeDrug,,,46937086,99444123,,,DFT,,,,"",,,,,,,,
DB07653,"N-(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)GLYCINE",,SmallMoleculeDrug,,,848641,99444124,,,DFW,,,,"",,,,,,741517,,
DB07654,"(5,6-DIPHENYL-FURO[2,3-D]PYRIMIDIN-4-YLAMINO)-ACETIC",,SmallMoleculeDrug,,,4369432,99444125,,,DFY,,,,"",,,,,,3571994,,
DB07655,"3-AMINO-3-BENZYL-[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE",,SmallMoleculeDrug,,,4369433,99444126,,,DFZ,,,,"",,,,,,3571995,,
DB07656,N-[4-(1-BENZOYLPIPERIDIN-4-YL)BUTYL]-3-PYRIDIN-3-YLPROPANAMIDE,,SmallMoleculeDrug,,,9543513,99444127,,,DGB,,,,"",,,,,,7822464,,
DB07657,PHOSPHONIC ACID 2-DODECANOYLAMINO-HEXYL ESTER PROPYL ESTER,,SmallMoleculeDrug,,,131505,99444128,,,DHG,,,,"",,,,,,116223,,
DB07658,AC-(D)PHE-PRO-BOROLYS-OH,,SmallMoleculeDrug,,,5288064,99444129,,,DI2,,,,"",,,,,,4450302,,
DB07659,AC-(D)PHE-PRO-BOROHOMOLYS-OH,,SmallMoleculeDrug,,,5288066,99444130,,,DI4,,,,"",,,,,,4450304,,
DB07660,AC-(D)PHE-PRO-BOROHOMOORNITHINE-OH,,SmallMoleculeDrug,,,5288067,99444131,,,DI5,,,,"",,,,,,4450305,,
DB07661,"1,6-DIHYDROXY NAPHTHALENE",,SmallMoleculeDrug,,,68463,99444132,42040,,DIN,,,,"",,,,,,61740,,
DB07662,N-[4-(3-BROMO-PHENYLAMINO)-QUINAZOLIN-6-YL]-ACRYLAMIDE,,SmallMoleculeDrug,,,4708,99444133,,,DJK,,,,"",,,,,,4546,,
DB07663,"2-[(1R)-1-CARBOXY-2-(4-HYDROXYPHENYL)ETHYL]-1,3-DIOXOISOINDOLINE-5-CARBOXYLIC ACID",,SmallMoleculeDrug,,,7013169,99444134,,,DK2,,,,"",,,,,,5376302,,
DB07664,"5-AMINO-3-{[4-(AMINOSULFONYL)PHENYL]AMINO}-N-(2,6-DIFLUOROPHENYL)-1H-1,2,4-TRIAZOLE-1-CARBOTHIOAMIDE",,SmallMoleculeDrug,,,5330812,99444135,,,DKI,,,,"",,,,,,4487963,,
DB07665,"N-[2-(carbamimidamidooxy)ethyl]-2-{6-cyano-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-2-fluorophenyl}acetamide",,SmallMoleculeDrug,,,9867609,99444136,,,DKK,,,,"",,,,,,8043300,,
